RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Cat_Geography_France,Cat_Geography_Germany,Cat_Geography_Spain
1803,15779247,Pai,292,0,6,8,1476,0,1,0,9396,0,0,0,1
1804,15707078,Kruglov,186,0,8,1,6230,0,0,0,6189,0,1,0,0
1805,15605263,Chin,161,1,15,5,4884,0,0,1,562,0,1,0,0
1806,15607381,King,378,0,13,7,5364,1,1,0,2636,0,0,1,0
1807,15683471,Hansen,300,1,20,7,0,1,0,0,4069,0,1,0,0
1808,15605037,Ting,427,0,31,2,0,0,0,1,9604,1,1,0,0
1809,15576085,Stone,348,1,23,5,0,1,0,0,7226,0,1,0,0
1810,15770435,McLean,248,0,32,6,2812,1,1,1,2602,0,1,0,0
1811,15592994,Zikoranachidimma,260,0,47,0,0,1,1,1,9511,0,1,0,0
1812,15624068,Fu,388,0,8,0,0,1,0,1,5609,0,1,0,0
1813,15595221,Trevisano,459,0,15,7,4452,0,1,0,5667,0,0,1,0
1814,15637131,Fallaci,438,1,20,9,0,1,1,0,1493,0,1,0,0
1815,15613471,Wiley,188,1,13,2,1014,1,1,1,921,0,0,1,0
1816,15583499,Chiagoziem,119,1,14,9,1828,0,1,1,2246,0,1,0,0
1817,15752816,Murray,140,1,11,3,2749,0,0,0,3742,0,1,0,0
1818,15804075,Chuang,237,0,18,3,1051,0,1,0,3125,0,0,1,0
1819,15800517,Huang,242,1,14,5,5890,1,1,1,3685,0,0,0,1
1820,15712319,Chukwukere,323,1,27,8,5453,1,0,1,7015,0,0,0,1
1821,15797389,Hsia,213,1,5,9,3621,0,1,1,369,0,0,0,1
1822,15621432,Lee,239,1,17,1,0,1,0,0,9340,0,0,0,1
1823,15779390,Theus,459,0,13,4,1052,0,1,1,8099,0,0,0,1
1824,15711219,Jennings,397,0,39,8,1172,0,1,1,9021,1,0,1,0
1825,15770498,Parker,407,0,19,4,2511,0,1,1,4164,0,1,0,0
1826,15678727,Tan,379,1,27,4,2424,0,1,0,1277,1,0,1,0
1827,15573893,Barry,178,1,7,9,6126,1,1,1,2170,0,0,1,0
1828,15740104,Tuan,34,0,4,7,6054,1,0,1,6836,1,0,0,1
1829,15792649,Patterson,156,0,13,9,0,1,0,0,4956,0,0,0,1
1830,15605275,Ofodile,334,1,27,8,2943,0,0,0,8661,1,0,1,0
1831,15572467,Chandler,115,1,19,5,0,1,1,1,6411,0,1,0,0
1832,15738219,Nash,241,0,18,7,0,1,1,1,2574,0,1,0,0
1833,15600710,Atkinson,229,1,4,0,0,0,1,0,1594,0,1,0,0
1834,15804394,Brenan,272,1,14,8,4144,0,1,0,2302,1,0,1,0
1835,15694188,Obidimkpa,309,0,28,5,115,1,0,1,2215,0,0,0,1
1836,15583718,Terry,305,1,20,6,4977,0,1,1,397,0,0,1,0
1837,15802478,Spring,376,1,13,6,0,1,1,1,9767,0,0,0,1
1838,15619343,Mahmood,170,1,38,7,5546,1,1,0,6688,1,1,0,0
1839,15758813,Campbell,0,1,21,0,2349,1,0,0,6197,1,0,1,0
1840,15761374,Bellucci,315,1,36,9,2997,0,1,1,9316,0,1,0,0
1841,15569209,Amaechi,73,0,16,5,453,0,1,1,7933,0,0,0,1
1842,15788539,Foxall,110,0,16,3,2169,0,1,0,466,0,1,0,0
1843,15747222,Bentley,354,0,17,8,0,1,1,1,5848,0,0,0,1
1844,15769346,Baird,196,0,18,1,4474,1,1,0,2181,0,1,0,0
1845,15699634,Howard,276,0,30,2,0,1,1,1,7463,0,1,0,0
1846,15589076,Henry,346,1,18,9,0,0,0,1,9432,1,1,0,0
1847,15812338,Sopuluchukwu,94,0,12,7,0,0,1,0,5376,0,0,0,1
1848,15758845,Rocher,199,0,19,0,220,0,0,1,3049,1,0,0,1
1849,15685844,White,127,0,17,8,4932,0,0,1,9625,0,0,1,0
1850,15583090,Komar,190,0,11,8,0,1,1,0,2274,0,0,0,1
1851,15587581,Russo,394,0,15,5,4575,1,1,1,8440,0,0,1,0
1852,15633640,Loewenthal,408,0,34,4,5835,0,1,1,4455,0,1,0,0
1853,15573741,Aliyeva,307,1,20,10,1234,0,1,1,5287,0,0,0,1
1854,15633574,Montes,339,0,23,4,6004,0,1,0,6441,0,1,0,0
1855,15711455,Kuo,349,0,18,4,2292,0,0,0,4739,1,0,1,0
1856,15570601,Cheng,394,0,29,9,3383,0,1,1,1656,1,1,0,0
1857,15690925,McIntosh,136,0,11,2,9,0,1,0,4873,1,0,0,1
1858,15709338,T'ao,153,0,11,1,3087,0,1,1,8210,0,1,0,0
1859,15780746,Tyndall,314,1,43,4,0,1,1,1,9553,0,1,0,0
1860,15681956,Bailey,293,1,16,9,0,1,1,1,3237,0,1,0,0
1861,15778190,Onyekaozulu,248,0,10,8,1432,0,1,1,8920,0,0,0,1
1862,15786852,Nwachukwu,174,0,20,2,5773,1,1,1,8981,0,0,1,0
1863,15726494,Romani,90,1,26,9,6154,0,1,0,3249,1,1,0,0
1864,15641183,Chin,340,1,7,8,1366,0,1,0,4893,0,0,0,1
1865,15805312,Bellucci,216,1,27,7,3548,0,0,1,5660,0,1,0,0
1866,15636572,Christmas,369,0,14,7,0,1,1,1,5325,0,1,0,0
1867,15632575,Moore,168,0,52,9,0,0,1,1,6169,0,1,0,0
1868,15740164,Genovesi,324,0,15,3,797,0,1,1,3384,0,1,0,0
1869,15574947,Cartwright,265,1,18,8,1429,1,0,1,1057,0,1,0,0
1870,15597909,Johnstone,261,1,15,7,3928,0,1,0,7918,0,0,1,0
1871,15782574,Warner,233,1,15,6,0,1,0,0,3790,0,0,0,1
1872,15734999,Stephenson,243,1,18,2,823,0,1,0,791,0,0,0,1
1873,15706593,Ellis,459,0,32,10,0,1,1,1,1653,0,0,0,1
1874,15766686,Nebechi,268,0,21,1,1911,0,1,0,1023,0,0,1,0
1875,15590268,Chu,138,1,17,5,1284,0,1,1,5650,0,0,0,1
1876,15763055,Onuchukwu,181,1,13,5,1444,0,0,1,6015,0,0,0,1
1877,15664754,Steele,249,1,21,9,4215,3,0,1,356,1,0,1,0
1878,15643630,Quaife,379,1,37,9,202,1,1,0,9271,1,0,0,1
1879,15641043,Scott,257,1,17,7,0,1,1,1,3889,0,0,0,1
1880,15768095,Yeh,188,1,13,9,0,0,0,1,6981,0,1,0,0
1881,15811314,Y?,198,0,18,9,4855,1,1,0,6832,0,0,1,0
1882,15669922,Conti,139,0,18,2,0,1,1,1,739,0,0,0,1
1883,15707114,Holder,440,1,12,2,0,1,0,1,177,0,1,0,0
1884,15670602,Burgess,399,1,6,7,2145,0,0,1,8022,0,0,1,0
1885,15713479,Ozuluonye,265,1,17,6,0,1,1,0,82,0,1,0,0
1886,15663830,De Luca,172,1,14,6,0,1,1,1,972,0,0,0,1
1887,15566958,Li Fonti,276,1,21,7,6005,0,1,1,2004,0,0,0,1
1888,15680918,Freeman,222,1,16,8,2980,0,1,0,6997,0,0,0,1
1889,15663921,Pisani,38,1,42,7,0,1,1,1,8183,0,1,0,0
1890,15716324,Ignatieff,274,0,5,9,5063,0,1,1,5766,0,1,0,0
1891,15796969,Lahti,340,1,15,4,0,1,1,1,3719,0,1,0,0
1892,15574783,Perkins,193,0,19,1,0,1,1,1,9033,0,1,0,0
1893,15773487,Conway,243,0,13,8,476,0,0,0,9783,0,0,1,0
1894,15802486,Hayes,97,1,16,3,0,1,1,1,6320,0,1,0,0
1895,15783398,Rizzo,144,0,31,7,2810,0,1,0,5592,0,0,0,1
1896,15649418,Krylov,385,0,11,7,6201,1,1,1,5806,0,1,0,0
1897,15604588,Li Fonti,459,0,20,3,0,1,0,1,8976,0,0,0,1
1898,15735428,Talbot,282,0,19,0,0,1,0,0,4100,0,0,0,1
1899,15629078,Matthias,459,0,27,5,3842,0,1,1,9623,1,0,1,0
1900,15806880,Boyle,236,0,12,6,0,0,1,1,5679,0,0,0,1
1901,15754999,Ch'eng,179,0,15,8,0,0,1,1,6253,0,1,0,0
1902,15781034,Mason,405,1,49,5,0,1,0,1,2693,0,0,0,1
1903,15622017,Bruno,382,0,15,10,0,0,1,1,4937,0,0,0,1
1904,15705885,Smeaton,361,1,18,2,0,1,1,1,2222,0,0,0,1
1905,15677382,Miller,234,0,51,1,2156,0,1,1,9125,0,0,0,1
1906,15566843,Gotch,144,1,2,9,4463,0,1,1,5951,0,0,1,0
1907,15608387,Fu,395,0,11,4,0,1,1,0,5177,0,1,0,0
1908,15810786,O'Toole,229,0,49,3,0,1,1,1,2126,0,1,0,0
1909,15626983,Ledford,214,0,30,6,0,1,1,1,1957,0,0,0,1
1910,15773605,Iadanza,279,0,14,3,0,1,1,0,2251,0,0,0,1
1911,15811261,Alaniz,226,1,24,0,312,0,1,1,6055,0,0,0,1
1912,15590606,Saunders,204,1,23,9,0,1,1,0,307,0,1,0,0
1913,15576644,Lin,296,0,11,4,540,0,1,0,6129,1,0,1,0
1914,15750264,Pinto,366,1,12,6,1961,1,1,1,3118,0,0,1,0
1915,15741554,Streeter,355,1,13,2,2681,0,1,1,8730,0,0,0,1
1916,15769051,Shaw,112,1,7,7,0,0,0,1,9628,0,0,0,1
1917,15812198,Chen,152,1,30,1,1644,0,0,0,1630,1,0,1,0
1918,15699772,Barclay,37,0,22,3,4022,1,1,0,3602,1,0,1,0
1919,15744105,Kodilinyechukwu,377,0,10,3,2299,1,0,1,2496,0,1,0,0
1920,15739858,Otitodilichukwu,227,1,38,7,0,0,1,1,7144,1,1,0,0
1921,15723720,McKenzie,200,0,13,7,0,1,0,1,2388,0,1,0,0
1922,15638355,Woods,267,0,17,5,3767,0,0,0,7818,1,1,0,0
1923,15805637,Hsing,234,1,18,9,2249,2,1,0,6716,1,1,0,0
1924,15629575,Wheare,326,1,18,2,5310,0,1,0,8964,1,1,0,0
1925,15586243,Yobachi,276,1,26,8,3402,0,1,1,4582,0,1,0,0
1926,15757931,Fang,413,1,6,3,0,1,1,0,8648,0,1,0,0
1927,15716023,Pearson,302,1,13,1,0,1,0,1,9124,0,1,0,0
1928,15647782,Brown,338,1,18,8,5555,1,1,0,8857,0,0,1,0
1929,15716609,L?,93,1,36,3,4435,0,0,0,2450,1,0,1,0
1930,15623791,Padovesi,241,0,22,3,2350,0,1,0,7121,0,0,0,1
1931,15627262,Soto,145,1,5,6,1106,1,1,0,6045,0,0,1,0
1932,15652693,Greco,182,0,8,4,4013,0,0,0,7534,1,1,0,0
1933,15586993,Giordano,264,0,38,5,0,1,1,1,2039,0,0,0,1
1934,15815560,Bogle,275,1,56,7,1959,0,1,1,2250,0,0,1,0
1935,15584930,Grimmett,335,1,12,5,2481,1,1,0,137,0,0,1,0
1936,15799031,Ayers,132,1,21,3,0,1,1,0,340,0,1,0,0
1937,15810457,Miller,337,0,15,9,5428,1,1,0,8524,0,0,1,0
1938,15697879,Webb,310,1,12,3,5705,1,1,0,2228,0,1,0,0
1939,15594902,Lombardi,127,1,20,3,1031,0,0,1,8105,0,1,0,0
1940,15799710,Wei,348,1,19,7,1946,0,0,1,4037,0,1,0,0
1941,15659651,Ross,140,0,13,7,2960,0,1,0,5937,1,0,1,0
1942,15645956,Jideofor,61,1,26,3,938,0,1,0,3458,0,0,0,1
1943,15651713,King,293,1,27,6,5311,0,1,0,9197,0,1,0,0
1944,15737265,Nwokeocha,337,1,21,6,5509,0,0,0,8056,0,0,1,0
1945,15687310,Humphries,392,1,21,9,0,1,1,0,7219,0,0,0,1
1946,15607347,Olisaemeka,343,1,4,5,4106,0,0,0,6117,1,1,0,0
1947,15698321,Yobanna,257,1,16,3,1238,1,1,1,7390,0,0,1,0
1948,15657812,Ch'iu,297,1,34,1,0,1,1,1,8589,0,1,0,0
1949,15569187,Fleming,289,1,17,9,0,1,0,0,7220,0,0,0,1
1950,15681562,Trevisan,125,0,25,2,2597,1,1,1,6994,0,1,0,0
1951,15615456,Aleksandrova,289,0,19,10,3541,0,1,0,4075,1,1,0,0
1952,15589793,Onwuamaeze,213,1,35,8,5101,0,1,0,9536,1,1,0,0
1953,15781884,Knox,233,1,9,9,1219,1,0,1,236,0,0,1,0
1954,15675190,Chia,232,1,3,10,0,1,0,1,6816,0,1,0,0
1955,15600734,Townsend,233,1,33,5,6136,1,1,1,8608,0,0,0,1
1956,15779176,Dike,174,0,40,3,2277,2,0,1,6818,1,0,1,0
1957,15605286,Moyes,174,1,37,4,3107,1,1,1,6439,1,1,0,0
1958,15674922,Beavers,319,1,36,6,6087,0,1,1,8336,1,1,0,0
1959,15737506,Tretiakova,254,1,24,6,0,0,0,0,7533,0,1,0,0
1960,15780514,Fuller,316,1,15,8,4580,0,1,0,2661,0,1,0,0
1961,15623647,Dellucci,264,0,18,1,4511,0,1,0,4297,0,0,0,1
1962,15668472,Ritchie,314,0,6,5,6190,1,0,0,3978,0,0,0,1
1963,15692416,Aikenhead,2,0,34,8,5054,2,1,0,7125,1,0,0,1
1964,15771139,Douglas,187,1,16,8,5277,1,1,0,3313,0,0,1,0
1965,15738318,Kung,409,0,22,5,1428,0,1,0,4929,1,1,0,0
1966,15772243,MacDonald,221,0,15,9,0,0,0,0,7162,1,1,0,0
1967,15638463,Okwudilichukwu,290,0,30,8,4783,0,1,1,8176,0,0,1,0
1968,15598088,Ni,168,1,7,5,0,1,1,1,8153,0,0,0,1
1969,15693468,Simmons,97,0,21,9,4866,0,0,0,620,0,0,0,1
1970,15671930,H?,326,0,18,5,0,1,1,1,7306,0,1,0,0
1971,15762268,Hancock,275,0,23,10,4900,0,1,0,2495,0,1,0,0
1972,15780954,Cran,191,1,8,4,243,1,1,0,1480,0,0,0,1
1973,15700174,McKay,342,0,12,0,719,0,0,0,2849,0,0,0,1
1974,15635728,P'an,302,1,23,4,0,1,0,0,7819,0,1,0,0
1975,15679283,Parkhill,303,0,15,4,4068,1,1,0,8917,0,1,0,0
1976,15591386,Golubova,231,0,17,5,0,1,1,0,2502,0,1,0,0
1977,15694192,Nwankwo,207,0,20,6,0,1,0,0,8678,0,0,0,1
1978,15585901,Johnson,326,1,17,1,0,2,0,0,8727,1,0,0,1
1979,15792329,Mao,103,1,19,5,2125,1,1,0,8591,0,0,1,0
1980,15635597,Echezonachukwu,253,1,15,8,0,1,1,1,7773,0,1,0,0
1981,15775880,McElyea,163,0,12,9,0,1,1,1,1971,0,1,0,0
1982,15630913,Rosas,85,0,51,1,1982,0,0,1,6734,0,0,0,1
1983,15756680,Phillips,276,1,10,6,5958,0,1,0,7394,0,1,0,0
1984,15587913,Palerma,357,0,22,4,0,1,1,0,6642,0,0,0,1
1985,15737605,Morris,140,0,27,1,3777,1,1,1,8236,0,0,0,1
1986,15627876,Pavlova,328,0,29,9,2906,0,1,0,3123,1,0,0,1
1987,15772601,Lu,454,0,23,2,651,1,0,0,9987,0,0,1,0
1988,15758606,Yamamoto,347,1,36,4,0,0,0,1,2737,1,1,0,0
1989,15657107,Angelo,172,0,28,8,2046,0,1,0,8145,1,0,0,1
1990,15622454,Zaitsev,304,1,10,0,1302,0,1,1,2865,0,0,0,1
1991,15775803,Cawker,450,1,23,1,0,1,0,1,9642,0,0,0,1
1992,15570859,Froggatt,235,1,18,2,6237,1,1,1,2834,0,0,1,0
1993,15748381,Gorbunov,222,0,11,6,6276,1,1,1,3827,0,1,0,0
1994,15787189,Tai,433,1,42,8,4426,2,0,0,7683,1,0,1,0
1995,15666055,Rowe,314,0,31,7,0,0,1,0,3145,1,1,0,0
1996,15617648,Mikkelsen,193,0,26,5,1276,1,1,1,5350,0,1,0,0
1997,15755678,Kovalyov,143,1,44,2,0,1,0,0,2092,1,1,0,0
1998,15624781,Mbanefo,281,0,16,1,4969,1,1,1,8425,0,1,0,0
1999,15779497,Ts'ai,212,1,25,5,3903,0,1,1,958,0,1,0,0
2000,15567399,Enderby,242,1,25,3,5084,0,1,1,7931,0,0,1,0
2001,15613656,Lombardi,451,1,40,1,208,0,1,1,4145,0,1,0,0
2002,15734311,Hamilton,270,0,9,3,0,1,1,1,3808,0,1,0,0
2003,15657214,Hsia,210,1,56,2,0,1,0,1,2524,0,1,0,0
2004,15799350,Mao,241,1,23,0,2043,0,0,1,5305,0,1,0,0
2005,15729970,Ugochukwu,293,1,11,8,3844,0,0,1,3952,0,0,1,0
2006,15725835,West,394,0,14,3,3609,1,0,1,2578,1,0,1,0
2007,15745543,Hughes,296,1,21,7,0,1,1,0,1314,0,1,0,0
2008,15727384,Chukwuemeka,314,0,25,10,5229,0,0,1,516,1,0,1,0
2009,15666916,Lira,248,1,25,6,1553,1,1,0,9359,0,1,0,0
2010,15732917,Li,338,1,28,5,3031,0,1,0,5221,1,0,1,0
2011,15612050,Castiglione,165,0,30,8,6037,0,1,1,7594,0,0,0,1
2012,15726267,Paterson,179,1,14,9,2988,1,0,1,3108,0,1,0,0
2013,15780124,Blair,450,1,56,9,2209,0,0,1,3005,0,1,0,0
2014,15742238,Dellucci,314,1,17,4,4566,1,1,0,5850,0,0,1,0
2015,15679024,Udinesi,162,1,14,3,2898,0,1,0,3831,0,1,0,0
2016,15715297,Yuan,388,0,22,2,442,0,1,1,2594,0,0,1,0
2017,15633612,Yuryeva,305,1,10,4,6117,0,1,1,5840,0,1,0,0
2018,15602929,Wilson,337,0,19,4,0,0,0,0,242,0,0,0,1
2019,15696703,Dean,300,1,9,3,5803,1,1,0,7142,0,0,1,0
2020,15756668,Ross,315,1,12,3,1465,0,1,1,5552,0,1,0,0
2021,15565779,Kent,236,0,12,6,131,0,1,0,9410,0,0,1,0
2022,15795519,Vasiliev,325,0,0,3,3987,0,0,0,9855,0,0,1,0
2023,15761477,Golibe,110,1,6,4,4156,1,1,0,3999,0,0,1,0
2024,15731890,Chukwukere,210,1,23,1,3565,0,0,1,8638,0,1,0,0
2025,15633043,Fedorova,154,0,21,6,0,0,0,0,1887,1,0,0,1
2026,15752953,Chien,243,1,27,9,0,1,0,0,873,0,1,0,0
2027,15603088,Rossi,60,0,5,9,0,1,0,1,2345,0,0,0,1
2028,15606613,Samson,264,0,41,7,0,0,1,0,4447,1,1,0,0
2029,15635939,Fenton,67,0,21,9,0,1,1,0,5831,0,1,0,0
2030,15666043,Mackey,129,1,15,4,5694,1,1,1,8282,0,1,0,0
2031,15746190,Payton,233,0,10,2,0,1,0,1,5240,0,0,0,1
2032,15591357,Cowger,374,1,33,3,3501,0,1,1,5782,0,1,0,0
2033,15658716,Banks,276,0,19,5,1092,2,1,0,8915,1,0,1,0
2034,15679909,Pugliesi,274,1,23,8,0,1,1,0,6637,0,0,0,1
2035,15634262,Fantin,318,1,16,4,5330,1,1,1,1059,0,0,1,0
2036,15799825,Bentley,192,0,26,8,0,1,1,1,1348,0,1,0,0
2037,15756875,Freeman,391,1,16,6,5275,0,0,1,2067,0,0,0,1
2038,15678146,Wong,277,0,6,7,6127,0,0,0,5347,1,0,0,1
2039,15710743,Onwuamaeze,230,1,29,0,0,0,1,1,6718,1,1,0,0
2040,15595831,Shen,188,0,46,6,5151,0,1,1,8204,0,0,1,0
2041,15626684,Huang,156,0,20,5,6003,0,0,1,7960,0,1,0,0
2042,15709846,Yeh,449,0,21,1,1232,0,1,0,4216,0,1,0,0
2043,15635459,Shih,276,0,9,3,2041,1,1,0,192,0,0,1,0
2044,15642544,Henderson,332,1,16,5,0,1,0,1,602,0,1,0,0
2045,15566494,Fang,96,1,27,2,0,1,1,0,3841,0,1,0,0
2046,15655238,Dellucci,277,0,13,9,0,1,0,0,2014,0,1,0,0
2047,15733429,Chou,129,1,16,8,3202,1,1,1,14,0,0,1,0
2048,15814536,Conti,158,1,19,2,2572,1,0,0,2316,0,1,0,0
2049,15771702,Roberts,176,0,17,5,5970,1,1,0,6425,0,1,0,0
2050,15723008,Lo Duca,329,0,27,1,1788,1,1,1,1746,1,1,0,0
2051,15797160,Glover,101,0,31,8,0,0,1,1,9156,1,1,0,0
2052,15792222,Johnstone,321,0,19,1,2105,1,0,0,8455,0,1,0,0
2053,15644765,Ashton,298,1,8,4,3255,0,0,1,7485,0,0,1,0
2054,15610686,Melton,459,1,45,8,6059,0,0,0,9220,1,1,0,0
2055,15730868,Marshall,356,1,23,5,0,1,1,1,1120,0,1,0,0
2056,15705991,Kenenna,78,1,20,9,2656,0,0,0,596,0,0,1,0
2057,15577078,Zakharov,148,1,20,6,0,0,1,1,7670,1,0,0,1
2058,15679550,Chukwualuka,352,1,14,9,0,1,1,0,8752,0,1,0,0
2059,15787655,Chu,316,1,29,3,0,1,1,0,8709,0,1,0,0
2060,15668081,Capon,190,0,32,4,0,1,1,1,4031,0,0,0,1
2061,15747980,Cattaneo,346,1,20,6,5215,1,1,0,9922,0,0,0,1
2062,15710295,Patrick,54,0,20,6,3150,1,1,0,8784,0,0,1,0
2063,15724443,Taylor,312,0,11,3,3386,0,0,1,4123,0,0,1,0
2064,15571305,Stephenson,197,0,17,1,1806,0,1,0,9008,1,0,1,0
2065,15569503,Yeh,374,1,26,6,0,1,1,1,8002,0,1,0,0
2066,15581840,DeRose,235,1,15,8,0,1,1,0,6954,0,1,0,0
2067,15772262,Vavilov,154,1,19,9,2401,0,1,1,6403,0,0,1,0
2068,15767794,Browne,353,1,13,9,3254,0,1,1,2908,0,1,0,0
2069,15629338,Collingridge de Tourcey,267,0,13,2,20,0,1,0,5196,1,0,0,1
2070,15790379,Rowe,238,1,10,8,2254,0,1,1,5996,0,0,1,0
2071,15750684,Jibunoh,328,0,24,4,0,0,1,0,1416,1,1,0,0
2072,15697214,Korovin,295,0,18,5,0,1,1,1,7676,0,0,0,1
2073,15711015,Hammonds,352,1,18,4,0,1,1,1,9532,0,1,0,0
2074,15573309,Ward,235,0,30,2,0,1,1,1,4807,0,0,0,1
2075,15805303,Olisanugo,270,1,26,1,4898,0,1,0,9481,1,0,1,0
2076,15741385,Gallop,319,1,27,9,2215,0,1,1,9425,0,0,1,0
2077,15780254,Gartrell,263,1,22,6,0,0,0,0,9208,1,1,0,0
2078,15744843,K'ung,178,0,16,6,5124,0,0,0,9816,0,0,0,1
2079,15815626,Oluchi,249,1,45,2,282,1,1,1,5636,1,1,0,0
2080,15784736,Jamieson,171,1,27,6,4592,0,1,0,2285,0,1,0,0
2081,15813412,Barlow,330,0,37,3,46,0,1,0,3273,1,1,0,0
2082,15809143,White,65,1,14,9,4328,0,1,1,6273,0,0,1,0
2083,15617617,Stewart,420,1,21,7,0,1,1,1,8875,0,0,0,1
2084,15779738,Buccho,143,1,6,1,0,0,1,1,8464,0,1,0,0
2085,15668669,Benson,32,0,18,5,1422,0,1,0,5932,1,1,0,0
2086,15687477,Thompson,203,1,10,5,6267,0,1,0,821,0,0,1,0
2087,15578908,Todd,334,0,14,0,0,1,1,1,6956,0,0,0,1
2088,15687658,Burgin,325,0,34,7,246,1,1,0,734,1,1,0,0
2089,15615020,Nnaife,204,0,23,9,5430,1,0,1,4067,0,0,1,0
2090,15608886,Okwudiliolisa,288,0,15,1,0,1,0,0,3454,0,1,0,0
2091,15602551,Johnson,276,1,21,9,0,1,1,0,3421,0,0,0,1
2092,15672945,Parkes,270,0,19,5,4562,0,1,0,4044,0,1,0,0
2093,15757408,Lo,264,1,20,3,6381,2,0,1,4042,1,0,0,1
2094,15806132,Martin,164,1,37,4,5249,0,1,1,3669,0,1,0,0
2095,15813022,Kapustina,140,1,52,1,0,1,0,0,4966,0,0,0,1
2096,15673578,Page,220,0,22,7,3964,1,1,0,520,0,0,1,0
2097,15757916,Amaechi,209,0,20,9,0,1,1,1,2904,0,1,0,0
2098,15689168,Munro,140,1,19,1,5048,1,0,1,4211,0,0,0,1
2099,15769216,Panicucci,210,0,25,2,0,0,1,0,2434,1,1,0,0
2100,15593295,Greathouse,157,1,39,6,456,0,1,1,6705,0,1,0,0
2101,15804814,Ts'ui,368,1,22,4,0,1,1,0,6250,0,1,0,0
2102,15778934,Napolitani,287,0,31,8,0,1,0,1,4907,0,0,0,1
2103,15802351,Beers,364,0,15,6,1015,1,1,1,2087,0,0,1,0
2104,15630241,Tretyakova,203,1,43,3,192,0,1,1,9609,0,1,0,0
2105,15719561,Lin,377,1,24,5,0,2,0,0,2993,0,1,0,0
2106,15615096,Costa,101,0,13,7,0,1,1,1,2417,0,1,0,0
2107,15659931,Ibezimako,246,0,37,1,3503,0,1,0,4058,1,0,1,0
2108,15714586,Marcelo,255,0,24,3,1573,0,0,1,1125,0,0,0,1
2109,15634949,Hay,202,1,56,5,5840,1,1,1,3252,0,0,1,0
2110,15589224,Moore,205,1,23,5,0,1,0,1,7081,0,0,0,1
2111,15795990,Lumholtz,331,0,30,10,4717,0,1,1,181,1,0,1,0
2112,15603216,Simpson,251,1,7,7,0,1,1,0,5104,0,1,0,0
2113,15631201,Hill,81,0,10,4,0,1,1,0,99,0,0,0,1
2114,15686255,Mouzon,347,1,17,6,1704,0,0,0,4257,0,0,1,0
2115,15746594,Wu,341,1,15,8,0,0,1,0,6007,0,0,0,1
2116,15718893,Pirozzi,15,0,36,4,3689,0,1,0,4177,1,0,1,0
2117,15671609,Ibeabuchi,310,1,26,7,0,1,1,0,1150,0,1,0,0
2118,15652540,Garnsey,292,1,13,2,0,1,0,1,3832,0,1,0,0
2119,15774857,Synnot,69,0,9,7,0,1,1,0,7811,1,1,0,0
2120,15791836,Wildman,299,1,11,5,0,1,1,0,5448,0,1,0,0
2121,15651554,Anenechukwu,227,0,36,4,3078,0,1,1,6707,1,0,1,0
2122,15583576,Tai,280,1,12,2,0,0,0,1,5102,0,1,0,0
2123,15732740,Plant,374,0,14,9,6198,0,0,0,2304,0,0,0,1
2124,15723320,Azubuike,260,0,7,2,2308,1,1,0,5737,0,0,1,0
2125,15603851,Galkin,313,1,14,7,3898,3,0,0,9234,1,1,0,0
2126,15777923,Johnston,153,0,27,6,0,1,0,1,7603,0,1,0,0
2127,15735719,Babbage,399,0,22,9,0,1,1,1,3495,0,1,0,0
2128,15703482,Walker,319,1,16,9,4427,1,1,0,7392,0,0,1,0
2129,15605835,Rice,352,1,19,8,295,1,0,1,5314,0,1,0,0
2130,15664881,Norton,311,1,16,4,1588,0,1,0,5498,0,1,0,0
2131,15757568,Bogolyubov,313,0,27,6,0,0,1,1,6911,0,1,0,0
2132,15792660,Gibbons,223,1,20,2,2887,0,1,0,5279,0,1,0,0
2133,15599722,Chia,218,0,25,6,827,1,1,1,5673,1,0,0,1
2134,15726354,Smith,297,0,14,6,3482,0,1,0,8618,0,1,0,0
2135,15610355,Hunter,322,1,26,1,206,0,1,0,3186,0,1,0,0
2136,15704284,Ekechukwu,345,1,39,9,1253,0,1,0,1414,1,0,1,0
2137,15621893,Bellucci,336,1,0,4,4365,0,1,1,2287,0,1,0,0
2138,15588219,Ford,459,0,20,1,2104,1,1,0,1453,0,1,0,0
2139,15688619,Scott,327,1,27,3,1978,1,1,1,9678,0,0,0,1
2140,15765518,Gregson,252,0,33,2,1970,0,1,0,1716,1,1,0,0
2141,15616931,Moore,262,1,23,8,1776,0,1,0,2733,0,1,0,0
2142,15758372,Wallace,283,1,0,7,0,1,1,1,2738,1,1,0,0
2143,15782591,Cook,299,1,17,6,2588,0,1,0,8848,0,1,0,0
2144,15612109,Speth,428,1,20,9,3410,1,1,1,9089,0,1,0,0
2145,15613712,Boag,243,1,16,1,0,1,1,0,3065,0,0,0,1
2146,15639322,Grave,242,1,15,4,4675,1,1,0,4920,0,0,0,1
2147,15594349,Streeten,459,1,31,5,3428,0,0,1,2949,0,1,0,0
2148,15574167,Fox,274,1,15,2,1677,0,1,1,7999,0,1,0,0
2149,15811842,Artemyeva,239,1,8,7,0,1,1,1,338,0,0,0,1
2150,15648794,Giordano,445,1,39,4,1673,0,1,0,1832,1,0,0,1
2151,15771211,Perkins,277,1,20,10,858,0,0,1,1829,0,1,0,0
